,HAL.NS.Open,HAL.NS.High,HAL.NS.Low,HAL.NS.Close,HAL.NS.Volume,HAL.NS.Adjusted
857,711.9749756,724.5,683.0999756,688.5999756,2391458,646.9711304
858,694.4249878,712.5999756,670,679.625,3610208,638.5385132
859,677.5499878,687.4000244,670.0250244,678.4249878,1233098,637.4111328
860,685.1500244,694.7249756,677.6749878,679.875,1318724,638.7735596
861,683.4000244,688.2000122,663.3250122,670.7000122,1244282,630.1531372
862,675.4000244,679,666.2999878,668.2750244,959318,627.8748779
863,670,683.2000122,667.9000244,673.2999878,949512,632.5960083
864,674.5,686.9000244,663.5250244,669.5999756,2481174,629.1196899
865,687.4500122,689.4749756,671.0250244,677.2249756,1750880,636.2836914
866,676.6500244,683.7249756,663.3250122,669,1330144,628.5559692
867,670.0250244,681.1500244,668,672.7999878,859422,632.1262817
868,672.7999878,705.5,670,687.5,2481466,645.9376221
869,685.5,693.9000244,670,673.4500122,1187436,632.7369385
870,680.1500244,694.9249878,676.5,678.5750122,1441760,637.552124
871,683,686.5,672.75,675.8250122,906940,634.9684448
872,681.5,697.2750244,675.5999756,682.4000244,1121032,641.1459351
873,682.4000244,701.4749756,678.5,698.375,1573200,656.1550293
874,700,714.3499756,693.5,697.3250122,1867518,655.1686401
875,700,733.25,697.3250122,721.875,4466704,678.234436
876,737.5,783,730,740.2000122,7684378,695.4516602
877,751.5,761.5,702.5999756,715.0250244,3102698,671.798584
878,712,729.0250244,690.1500244,704.9500122,2088236,662.3326416
879,710,714.4500122,680,685.6500244,1424668,644.1994629
880,692,698.4000244,647.5250244,663.5750122,2039040,623.4588623
881,662.5,669.7000122,642.0999756,661.5250244,1261996,621.5328979
882,659,667.5,656.7000122,662.4500122,1327718,622.4019775
883,663,676.2750244,655,658.5499878,1012222,618.7376709
884,658.5499878,658.9500122,630,633.3499756,1696902,595.0612183
885,625,662.3499756,616.9500122,653.2999878,2039752,613.8050537
886,659.8250122,671.9749756,652.0999756,664.4500122,1588772,624.2809448
887,664.5,679.9749756,661.7000122,666.2000122,1884282,625.925293
888,671.7000122,680.5,658.1749878,661.875,1889084,621.8617554
889,665.4500122,672.5,662.5,670.0499878,147072,629.5426025
890,675.4749756,686.5999756,670.625,675.5499878,2097112,634.710022
891,677.4000244,695.5,676.0250244,684.5,1575872,643.1188965
892,683.5,694.75,683,687.4500122,1127294,645.890625
893,687.9500122,707.2750244,680.0499878,697.5250244,3241430,655.3565063
894,707.5,711.25,689,708.5750122,2760032,665.7385254
895,712.5,720,704,711.25,1337682,668.25177
896,709.5,728,706.7999878,714.7000122,1975778,671.4932251
897,712.4749756,714.9000244,697.9000244,703.0499878,1754686,660.5474854
898,705,709.1500244,683.1749878,691.7999878,788220,649.9776001
899,698.5,706.2999878,671.75,681.1749878,1234350,639.9949341
900,675,708,669.5,702.7999878,1983442,667.1686401
901,709.8499756,709.8499756,682.5999756,687.9749756,932532,653.0952759
902,682.5,688.6500244,675,676.2750244,1427478,641.9884644
903,668.125,674,637.5,642.9500122,1030994,610.3530273
904,642.5,658.2249756,617.5750122,649.25,1637856,616.3336182
905,645,655.5,635.0499878,638.4500122,839842,606.0811157
906,638.7000122,657.4749756,635.8499756,654.4749756,856464,621.2936401
907,655,655.75,646.5999756,650.4249878,386902,617.4489136
908,653.5,664,645.5750122,648.25,1091386,615.3843384
909,649.3250122,658.3499756,635.7000122,639.2249756,1073828,606.8168945
910,644.9500122,655.9000244,640,643.1749878,1044366,610.5665894
911,648,657,644.375,645.9749756,896780,613.2246704
912,649.2249756,653.9249878,643.4249878,646.2000122,1161010,613.4382935
913,646.2000122,660.7999878,646.2000122,652.5499878,1415600,619.4663086
914,657.9500122,662.9749756,650,655.75,1064868,622.5040894
915,654,654,640.5,643.7999878,770360,611.1599121
916,643.5,654.4500122,641.8250122,643.2750244,562268,610.661499
917,649.6500244,651.5,637.5,640.4500122,1126552,607.9797974
918,641,642.8499756,619.625,623.8499756,2237874,592.2213135
919,617.5999756,617.9000244,590.5999756,608.0250244,2019236,577.1987305
920,610,616.2000122,602.625,607.3499756,427942,576.5578613
921,610.4000244,630,607.6500244,622.75,554362,591.1771851
922,626.4000244,627.375,617.5499878,621.25,343290,589.7532349
923,620.5,622.1749878,610.5,615.125,237280,583.9387817
924,615.125,618.3499756,606.5499878,610.25,568392,579.3109131
925,612.5,622.2249756,612.4749756,618.6749878,433522,587.3087769
926,617.5,622.3499756,613,614.1749878,371732,583.0369263
927,612.5,613.0250244,603.3499756,605.5999756,358446,574.8966064
928,605.625,616,604.25,605.3250122,1138866,574.6356812
929,607,622.8250122,606.0250244,616.8499756,1104054,585.5762329
930,618.3499756,633.4500122,616.625,624.2999878,2104244,592.6486206
931,627.4500122,639.4249878,620.0499878,634.8499756,1514570,602.6636963
932,635.5,638,622.4500122,624.1749878,1531864,592.5299683
933,624.2750244,636.5,624.2750244,628.2999878,942470,596.4457397
934,628.3250122,650,628.3250122,648.125,2852966,615.265686
935,647.7999878,652.875,635.5,640.0999756,2913574,607.6473999
936,643.5,659.6500244,642.5750122,656.2999878,1692542,623.0261841
937,657.4749756,664,650.4000244,659.875,780012,626.4198608
938,659.9249878,686,655.9749756,682.8250122,1760492,648.2064209
939,686.9749756,708.7249756,679.3499756,698.4249878,2202348,663.015564
940,699.9749756,715,690.7999878,694.7750244,1986732,659.5504761
941,695,721,685.625,716.0999756,1832218,679.7943726
942,719.2000122,723.25,706.5250244,715.5499878,1218872,679.2722778
943,712.625,728.4249878,695.5,709.0750122,1701794,673.1255493
944,714.9500122,721.9749756,672.5,680.4500122,2210358,645.9519043
945,670.5250244,719,665.9249878,710.6500244,1908080,674.6207886
946,709.75,714.625,699.2249756,711.4749756,1551976,675.4038696
947,715.9500122,735.5,702.7000122,708.5499878,1923192,672.6272583
948,724,735.25,713.8250122,721.8499756,1698662,685.2528076
949,728.8250122,737.4000244,708.75,720.875,1534430,684.3273315
950,724.5,728.875,705.5,710.2750244,1246952,674.2647095
951,712.9500122,727,703.5,708.3250122,1482606,672.4135742
952,708.2999878,716.7750244,697.2999878,700.0999756,586412,664.6055298
953,700.0999756,709.4249878,691,693.4000244,628232,658.2453003
954,695,702,682.5999756,689.0250244,999434,654.0921021
955,692.5,711.5,691.5499878,707.25,1167058,671.3931274
956,709.5,719,691.5,698.9249878,1993640,663.4901123
957,685,699.5,685,689.9749756,557218,654.9938354
958,677.5,682.4500122,663.0499878,666.4249878,694502,632.6378784
959,675,686.4749756,658,683.7000122,649632,649.0371094
960,687.4749756,696,677.4500122,681.4249878,1010008,646.8773193
961,671,687.8499756,670,682.2750244,1118614,660.2809448
962,687.5,687.5,670.25,672.9749756,1230176,651.2807007
963,665,669,647.2750244,650.5250244,1205286,629.5544434
964,632.5,644.9749756,628.5,640.8250122,1214574,620.1671753
965,640.5,662,640.5,655.0750122,1168062,633.9577026
966,645,649.6500244,620,638.125,1384050,617.5541382
967,642.9000244,666.0999756,642.9000244,657.2999878,1087016,636.1109619
968,657,696.5750122,642.5750122,693.875,1488674,671.507019
969,693.4500122,714.9749756,680.9249878,695.2000122,1845270,672.7893066
970,699.5,712.25,685.4749756,688.9000244,1188174,666.6923828
971,688,709.2750244,680.5250244,686.0499878,1445024,663.9341431
972,677.4000244,682.0750122,652.2750244,662.5250244,1176136,641.1675415
973,670.9000244,675,653.5250244,662.8499756,1160930,641.4821167
974,669.5,678.9749756,665,667.7750244,954242,646.2483521
975,668.7750244,694.5,668.7750244,684.0999756,1225572,662.0470581
976,685,703,683.5250244,692.5499878,1180240,670.2247314
977,700,702.4500122,688.5499878,690.625,948082,668.3616943
978,696.4500122,701,679.375,688.4000244,793210,666.2084961
979,697.5,740.5250244,690.5499878,731.0750122,4808698,707.5077515
980,743,747,717.5,722.9000244,2445066,699.5963135
981,729,735,719.4249878,723.0999756,1174988,699.789856
982,723.5,723.5,699.0250244,707.375,1139158,684.5717773
983,719.9500122,727.0250244,701.6500244,703.5499878,1056982,680.8699341
984,703,720.4749756,691,702.9500122,2351078,680.2894897
985,703.9249878,709.875,693.5,697.4000244,936172,674.9182739
986,699,704.4000244,690.5,699.9249878,963454,677.3618774
987,702.5,709.2249756,698,700.25,1002168,677.6763916
988,704.7000122,707.5250244,693.9749756,702.2999878,977962,679.6604004
989,717.4500122,748.1500244,705,742.4500122,3826742,718.5161133
990,746,769.9249878,740.2249756,762.1500244,4339668,737.5810547
991,766.5,796.4500122,763.5250244,780.4749756,2551602,755.3153687
992,784.375,793.5,772.5,776.375,1756158,751.3474731
993,772.5,787.25,763.9000244,773.9000244,1716074,748.9522705
994,777.4000244,812.4000244,777.4000244,789.0999756,4487878,763.6622314
995,795,816,792.7750244,810.0999756,4010552,783.9852905
996,819.3250122,846.5,815,839.7000122,5061988,812.6311035
997,841.9749756,841.9749756,819.5499878,835.4749756,2949782,808.5422974
998,839.2000122,860.7000122,834.4500122,838.8250122,2013610,811.7842407
999,834.9500122,877.0750122,830,868.9749756,4052334,840.9622803
1000,874,879,834.4000244,845.3250122,2087080,818.0747681
1001,849.9749756,860,828.625,836.2000122,1140070,809.2438965
1002,840,854.4000244,834.5750122,838.4500122,1076504,811.4213257
1003,834,867.9249878,831.0750122,839.2750244,1945030,812.2197876
1004,832.5,837.4500122,798.7999878,813.5750122,1686524,787.3483276
1005,818.4249878,839.4000244,814.1500244,822.9500122,1315140,796.4209595
1006,820.9500122,830.5999756,816.0250244,820.9249878,1044702,794.4613647
1007,824.625,829.4249878,809.5750122,816.1749878,1526388,789.8644409
1008,820.4000244,824.5,793,797.5499878,1275486,771.8399048
1009,789,803.5499878,784.3250122,787.5999756,1161508,762.2105103
1010,793,807,784.6500244,790.9500122,1682782,765.4525757
1011,797.5499878,811.9249878,791.375,797.8250122,1001110,772.105896
1012,789.5,796.7999878,780.0499878,791.4249878,1230358,765.9122314
1013,777.5,792.5,770,783.3250122,1000198,758.0734253
1014,785.75,794.9749756,771.5250244,775.3250122,913308,750.3313599
1015,776,785.8250122,759.0750122,778.5,1278840,753.4039917
1016,774.9749756,792.2750244,750,758.4749756,1394432,734.0244141
1017,761.5,784.9500122,734,754.9500122,2715380,730.6131592
1018,765.5,805,760.9249878,800.2000122,2134260,774.4044189
1019,808,839.4249878,806.0250244,835.8250122,2057806,808.8810425
1020,843.9249878,849.5,833.0499878,840.5,1698510,813.4052734
1021,821.5,848.5,812.5,842.875,1285596,815.7037354
1022,862.5,893.5,859.75,878.5999756,3816272,850.2770386
1023,886.5,925,880,907.9000244,4954548,878.6325684
1024,909.875,916.5,882.4249878,892.3250122,1593430,863.5596924
1025,892.3250122,912,869.5250244,872.7000122,1799772,844.5673218
1026,880,887.5,852.9000244,881.5,1533562,853.0836182
1027,895,916.4749756,885.5,897.0750122,1846810,868.1564941
1028,909,923.125,901.0999756,910.9500122,1385854,881.5842896
1029,911,936,905.2750244,919.1500244,1873818,889.5198975
1030,924,964.3499756,920,946.6749878,4099956,916.1575928
1031,950,962.3250122,942.5,948.7999878,1964814,918.2141113
1032,954,959.9500122,934.5499878,948.8499756,1255358,918.2624512
1033,950,957.375,936.9749756,943.9249878,1439400,913.4962158
1034,955.9000244,970.7750244,945.25,949.2999878,3436266,918.697998
1035,952.5,955,911,921.2249756,1894752,891.5279541
1036,921.5,940,910.2249756,937.0499878,1409134,906.8428345
1037,924.5,949.3250122,921.2999878,946.4749756,1254786,915.9639893
1038,929.9749756,938.625,920.0999756,927.4500122,1449750,897.5523071
1039,924.9749756,945.8499756,923,941.9249878,1373658,911.56073
1040,949.75,949.75,926.5250244,929.5499878,825786,899.5845947
1041,943.9749756,944.9749756,890.5,898.5499878,1563972,869.5839844
1042,887.5,986.2750244,882.2750244,949.3499756,8249262,918.7463989
1043,950,970.5,850,862.4000244,5165108,834.5993042
1044,879.5,905.9749756,866,902.5499878,2085472,873.4550171
1045,891.9500122,908.9749756,879.4000244,890.0750122,1488688,861.3822021
1046,901.4749756,913.6500244,875.1500244,885.25,3107600,856.7127075
1047,895,905,888.5,898.1500244,742786,869.1968994
1048,910.4749756,912.375,898.5,904.25,727950,875.1003418
1049,903.75,908.5999756,896.5499878,900.0750122,761634,871.0598145
1050,889.5499878,900.9000244,888,891.8499756,1100850,863.0999146
1051,894.4500122,899.5,878,884.9000244,662900,856.3740234
1052,881.5,889.8499756,863.7000122,868.0999756,860300,840.1156616
1053,872,902.5,870,888.1749878,1613616,859.543457
1054,892.5,902.5,875,879.5250244,898662,851.1723633
1055,882.5,889.5499878,866.9500122,873.5499878,1541340,845.3898315
1056,877.5,897.4500122,862.2750244,867.8499756,1550608,839.8736572
1057,877.25,886.0499878,864.5250244,870.2750244,1620218,842.220459
1058,872,884.2750244,869.7999878,873.0499878,1436876,844.9060059
1059,872.5,881.5250244,865,870.8250122,1094328,842.7526855
1060,873.25,877.6500244,860.0499878,862.0499878,1539698,834.2605591
1061,862.375,878.5,862.0499878,865,1251144,837.1155396
1062,869.3499756,873.7000122,860.5,863.0499878,1116446,835.2283325
1063,874.2000122,891,867.7750244,886.7999878,1935542,858.2128296
1064,889,914.7249756,887.5,912.0499878,2952758,882.6487427
1065,920.2750244,928.4000244,908.0999756,915.5499878,1960542,886.0359497
1066,918.4500122,929.9000244,911,923.9000244,1500514,894.1168213
1067,928,949.9749756,928,934.4749756,2977562,904.3509521
1068,934.9500122,954.375,934.0250244,951.7249756,2356300,921.0447998
1069,951.7249756,961.25,936.4500122,941.8250122,1967752,911.4639282
1070,942.5,970.9000244,942.5,969.5750122,1957612,938.319458
1071,978.9500122,1017.5,971.25,1012.325012,3884756,979.6912842
1072,1020,1033.300049,1006.049988,1012.5,1988732,979.8606567
1073,1015,1029.699951,1008.724976,1014.599976,1776780,981.8930054
1074,1014.5,1037.474976,1012.5,1024.175049,1778528,991.1593018
1075,1026.175049,1033.150024,1001.5,1012.450012,1164778,979.8122559
1076,1017.525024,1019.349976,990.7750244,1002.325012,1684594,970.0136719
1077,1005,1007,987.875,998.6500244,1403264,966.4570923
1078,1003.5,1087,1001,1079.625,7183926,1044.821899
1079,1080,1102.125,1067.75,1084.150024,3451804,1049.200928
1080,1090.550049,1149,1087.150024,1132.224976,5522052,1095.726074
1081,1132.400024,1146.824951,1109,1135.099976,3423576,1098.508301
1082,1143.349976,1154.900024,1115.849976,1148.650024,2581672,1111.621582
1083,1154.025024,1164.800049,1140.75,1145.275024,1766172,1108.355469
1084,1147.5,1174.974976,1143.050049,1157.675049,2665298,1120.355835
1085,1159.824951,1163.300049,1113.025024,1121.125,2288654,1089.690308
1086,1119.949951,1134.349976,1101,1114.875,2141126,1083.615601
1087,1109.25,1127,1103.224976,1119.25,1318978,1087.86792
1088,1120,1127.949951,1100.925049,1108.650024,1625678,1077.565063
1089,1114.400024,1124.974976,1107.800049,1110.324951,1381672,1079.193115
1090,1115,1144.474976,1111.074951,1136.625,3448186,1104.755737
1091,1115,1157.224976,1107.5,1144.599976,2438668,1112.50708
1092,1154.675049,1157,1138.025024,1147.599976,1221170,1115.423218
1093,1135.5,1164.199951,1135.5,1151.550049,2410434,1119.262207
1094,1162.5,1212.5,1160.050049,1184.75,5455060,1151.53125
1095,1190.824951,1206.074951,1176.525024,1188.75,2140418,1155.419189
1096,1194.699951,1214.75,1192.5,1197.199951,2138480,1163.632324
1097,1200,1225,1199.5,1206.699951,2718368,1172.865967
1098,1213,1218.949951,1204,1210.900024,1234534,1176.948242
1099,1217,1234,1212.5,1216.925049,2369116,1182.804443
1100,1225,1319.175049,1223.699951,1307,7416854,1270.35376
1101,1316.650024,1319,1291.75,1298.75,2767998,1262.335083
1102,1285,1313.474976,1268.650024,1284.5,2740260,1248.484619
1103,1290.925049,1292.099976,1257.099976,1272.074951,1979796,1236.407837
1104,1270,1276.949951,1209.349976,1241.699951,2923862,1206.884644
1105,1245,1264.974976,1218.074951,1240.550049,2277992,1205.766846
1106,1246.775024,1262.175049,1227.5,1230.525024,1662434,1196.022949
1107,1233.275024,1240.5,1204.5,1227.324951,2533448,1192.91272
1108,1230,1265,1220.625,1243.775024,2726474,1208.901489
1109,1247.5,1251.599976,1203.525024,1219.400024,1511820,1185.209839
1110,1196.224976,1203.974976,1135.75,1169.824951,2907240,1137.02478
1111,1175,1182.199951,1136.5,1141.175049,1899410,1109.178223
1112,1130,1158.5,1120.525024,1145.099976,1342928,1112.993164
1113,1155,1164.324951,1130.699951,1157.400024,3562366,1124.948242
1114,1157,1178.75,1145,1172.425049,1537268,1139.552124
1115,1177.425049,1189.300049,1138,1145.800049,1951292,1113.673462
1116,1161.050049,1187.099976,1160,1184,1648706,1150.802368
1117,1187.525024,1246.849976,1185.25,1238,3203376,1203.28833
1118,1234.449951,1249.5,1220.849976,1229.849976,1778044,1195.366943
1119,1220,1226.150024,1205,1209.875,1345132,1175.951904
1120,1214.5,1225.5,1180,1184.400024,1211382,1151.191162
1121,1190,1196.574951,1172.5,1180.099976,1495980,1147.011841
1122,1181.5,1199.5,1174.375,1180.199951,1493578,1147.108887
1123,1195,1202.875,1165.5,1168.5,908480,1135.736938
1124,1168.5,1193.474976,1166.525024,1181.974976,1697222,1148.834229
1125,1188.099976,1243.974976,1180,1238.974976,3098996,1204.235962
1126,1245.175049,1278.5,1224.550049,1234.974976,3684862,1200.348022
1127,1232.449951,1253,1211.275024,1224,2160936,1189.680908
1128,1232.5,1245,1190,1201.275024,1552594,1167.59314
1129,1212.275024,1212.400024,1200.5,1207.474976,404974,1173.619263
1130,1208.875,1258,1203.5,1251.925049,2591880,1216.822998
1131,1257.400024,1264.900024,1243.675049,1260.224976,1429232,1224.890259
1132,1260,1264.5,1240.800049,1262.324951,1115040,1226.931274
1133,1263,1275.974976,1256.199951,1265.025024,1038820,1229.555542
1134,1269,1274.75,1253.425049,1265.675049,841596,1230.1875
1135,1265,1274.5,1237.5,1246.925049,1265316,1211.963135
1136,1230,1283.5,1230,1272.574951,1930752,1236.893799
1137,1279.349976,1287,1262.800049,1280.474976,1865810,1244.572388
1138,1286.900024,1303.974976,1276.5,1296.300049,2117362,1259.953613
1139,1302,1302,1245,1251.275024,1930226,1216.19104
1140,1248,1250,1205.599976,1215.550049,1648594,1181.467651
1141,1232,1267,1218.599976,1239.550049,3045810,1204.795044
1142,1245.474976,1256.375,1211.125,1245.125,1631814,1210.213623
1143,1246,1266.550049,1230.25,1261.400024,1712410,1226.032227
1144,1263.75,1354.699951,1261.675049,1340.574951,9942896,1302.987183
1145,1348.199951,1361.324951,1325.550049,1341.175049,4194458,1303.570557
1146,1333.724976,1337.474976,1300.675049,1311.275024,2384470,1284.083252
1147,1309.400024,1334.324951,1292.550049,1327.199951,2329032,1299.677734
1148,1330,1368.5,1327.5,1364.574951,5499386,1336.277832
1149,1369.974976,1372.724976,1353.050049,1359.324951,2154714,1331.136719
1150,1363,1381.175049,1354.5,1363.949951,2017230,1335.665771
1151,1366,1387.474976,1361.5,1365.775024,1506132,1337.452881
1152,1370.349976,1386.099976,1366.599976,1381.275024,1508604,1352.631592
1153,1383,1386.699951,1369.525024,1376.074951,986228,1347.539307
1154,1376.074951,1384.474976,1360.775024,1377.025024,962258,1348.469727
1155,1380,1383.724976,1366.150024,1377.699951,859294,1349.130737
1156,1376.199951,1403.5,1372.5,1387.125,1871954,1358.360229
1157,1396.125,1399.5,1383.074951,1391.650024,1360562,1362.79126
1158,1380.025024,1405.900024,1376.574951,1379.25,1451394,1350.648438
1159,1380.875,1387.224976,1359.199951,1363.324951,1009110,1335.053711
1160,1365,1380.474976,1356,1376.5,1021472,1347.955566
1161,1383.349976,1387.074951,1339.724976,1360.175049,1329912,1331.969116
1162,1362.5,1372.474976,1353.5,1356.699951,953218,1328.56604
1163,1360.5,1366.324951,1350.300049,1354,813070,1325.922119
1164,1356.5,1362,1340,1341.824951,863386,1313.999512
1165,1340,1344.849976,1296.025024,1301.900024,1667784,1274.902466
1166,1300,1307.5,1272.099976,1293.224976,1548086,1266.407349
1167,1290.050049,1325,1277.675049,1322.199951,1327990,1294.781372
1168,1323,1334,1303,1328.224976,1273414,1300.681519
1169,1331.974976,1337.699951,1280.025024,1291.025024,1910302,1264.253174
1170,1294,1300.5,1246.5,1262.25,1737178,1236.074707
1171,1252.5,1262.25,1212.875,1219.824951,1735564,1194.529541
1172,1212.5,1272,1207.5,1263.574951,1637110,1237.372314
1173,1274.349976,1275.5,1245.550049,1261.050049,2309794,1234.89978
1174,1261,1280.974976,1249.199951,1262.525024,1371280,1236.343994
1175,1255,1263.375,1250,1253.275024,1502838,1227.285889
1176,1259.5,1276.099976,1258.150024,1265.625,909436,1239.379761
1177,1270,1286.974976,1263.175049,1270.25,998072,1243.908813
1178,1272,1281.625,1260.775024,1269.525024,1109886,1243.198853
1179,1275.849976,1275.849976,1236.550049,1240.974976,1376606,1215.240845
1180,1240.75,1259.224976,1225,1255.849976,1290668,1229.807495
1181,1255.949951,1270.275024,1241.025024,1250.199951,1006604,1224.274536
1182,1258.5,1271,1242.5,1247.949951,1064990,1222.071289
1183,1253,1253,1227.75,1239.675049,911896,1213.968018
1184,1245.875,1255.974976,1227.5,1232.324951,1345496,1206.770264
1185,1235,1239.675049,1220,1224.425049,805988,1199.03418
1186,1224.375,1236.125,1217.775024,1231.375,1054624,1205.839966
1187,1225,1252.5,1223.125,1238.800049,1176602,1213.111084
1188,1241.900024,1242.25,1216.849976,1228.800049,1182260,1203.318481
1189,1232.5,1238,1212.324951,1217.349976,1305786,1192.105835
1190,1217,1227.5,1203,1226.375,1079776,1200.943726
1191,1226.5,1261,1223.625,1254.75,1758206,1228.730225
1192,1264,1266.775024,1249.849976,1262.224976,1168318,1236.050293
1193,1263.324951,1275,1257.5,1272.050049,835766,1245.671509
1194,1272.050049,1272.050049,1245.175049,1260.550049,1442252,1234.410034
1195,1262.925049,1270.974976,1209.050049,1232.5,1602946,1206.941772
1196,1230,1250.949951,1211.625,1235.699951,1147896,1210.075195
1197,1241.849976,1285.400024,1235,1276.425049,2401150,1249.955933
1198,1287.5,1296.5,1150,1182.175049,4646160,1157.660278
1199,1150.025024,1203.974976,1150.025024,1178.375,1834140,1153.939087
1200,1182.5,1194.875,1155.050049,1169.949951,1316218,1145.688721
1201,1175.800049,1208.074951,1175,1201.400024,1718828,1176.486572
1202,1206.949951,1227.5,1203,1213.349976,1456402,1188.188721
1203,1219.574951,1230,1208.025024,1216.925049,800110,1191.689819
1204,1220,1238,1178.5,1204.025024,2284432,1179.057251
1205,1189.525024,1224.224976,1187.5,1201.474976,2477466,1176.560059
1206,1203,1234.824951,1201.300049,1223.449951,2257348,1198.079224
1207,1226.824951,1241.5,1221.550049,1233.650024,1409882,1208.067871
1208,1240,1247.474976,1227.974976,1241.275024,1296058,1215.534668
1209,1247,1355,1242.5,1332.699951,6259508,1305.063721
1210,1334,1374,1310.5,1319.599976,8472188,1292.235352
1211,1322,1322,1281.875,1293.574951,2273804,1266.750122
1212,1298.5,1327,1290,1311.125,2991976,1283.936157
1213,1312.5,1318.474976,1270.5,1279.775024,2344648,1253.236328
1214,1283.574951,1286.724976,1264,1270.474976,1457900,1244.129028
1215,1275.675049,1283.099976,1255.949951,1266.875,1296700,1240.603882
1216,1265,1289.5,1258.625,1286.675049,1473038,1259.993164
1217,1292.5,1303.5,1278.074951,1287.150024,1522170,1260.458374
1218,1290,1345,1287.175049,1342.125,2802016,1314.293457
1219,1355.5,1364.349976,1329,1355.275024,3566784,1327.170532
1220,1357.474976,1381.199951,1340.5,1346.025024,2545132,1318.112427
1221,1357.474976,1363.5,1348.050049,1355.375,1490630,1327.268555
1222,1352.5,1447.150024,1352.5,1431.625,8720466,1401.937378
1223,1433.974976,1446.900024,1417.5,1431.349976,2678066,1401.667969
1224,1427.474976,1456.699951,1407.224976,1424.650024,3121364,1395.107056
1225,1431.800049,1457,1387.525024,1396.675049,4027458,1367.712158
1226,1403,1407.25,1366.525024,1391.349976,2195194,1362.497681
1227,1401.925049,1435.5,1387.5,1391.675049,3016680,1362.815918
1228,1397.5,1398.75,1332.599976,1361.375,2539078,1333.144165
1229,1415,1425,1387.724976,1399.474976,4055368,1370.454102
1230,1393.949951,1393.949951,1308.300049,1322.425049,4032142,1304.322021
1231,1328.5,1336,1296,1327.775024,2647334,1309.598755
1232,1330,1337.974976,1307.5,1312.400024,1320540,1294.434204
1233,1246.5,1259.900024,1237.550049,1248.175049,10594782,1231.088501
1234,1260,1307.400024,1260,1283.75,9542446,1266.176514
1235,1262.5,1318,1262.5,1314.525024,5794146,1296.530029
1236,1314.5,1325,1310.849976,1314.224976,3718146,1296.234253
1237,1314.449951,1358.25,1308.949951,1353.375,3182244,1334.848267
1238,1359.849976,1423,1358.324951,1365.550049,6241754,1346.856689
1239,1380,1385.675049,1354.099976,1356.199951,2026130,1337.634644
1240,1363.5,1370,1335,1360.875,2337742,1342.245728
1241,1364,1387,1356.449951,1383.925049,2885656,1364.980103
1242,1386.5,1414,1383.5,1408.099976,1839512,1388.824097
1243,1414.474976,1423.5,1405.900024,1412.275024,1341074,1392.942017
1244,1412.275024,1419.300049,1396.349976,1405.775024,998346,1386.531006
1245,1407.550049,1413,1397.5,1402.474976,850886,1383.276001
1246,1402,1420,1395.5,1415.724976,1431092,1396.344727
1247,1421.75,1427.474976,1405,1414.574951,1039432,1395.210449
1248,1415.025024,1424.25,1405.699951,1410.550049,794646,1391.240601
1249,1414.5,1418.675049,1384.275024,1388.074951,1293338,1369.07312
1250,1385,1398.5,1370.25,1390.974976,1204638,1371.933472
1251,1397.150024,1417,1385.025024,1412.800049,1286140,1393.459961
1252,1413.5,1424.5,1407.550049,1412.224976,921288,1392.892578
1253,1412,1433.925049,1409.175049,1420.5,1467544,1401.054321
1254,1422,1424.900024,1410.75,1419.474976,791556,1400.043335
1255,1422.5,1462.474976,1422,1460.099976,1994824,1440.112305
1256,1469.925049,1479.025024,1460.550049,1469.150024,1528660,1449.03833
1257,1467.025024,1516,1461.449951,1502.849976,3559852,1482.2771
